N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
1156;668745;668745;668745;668745;668745;;;667590;667590;667590;667590;667590;;;667359;2309;2309;2309;667590;;;25119;23963;23963;23963;23963;;;14830;13656;14033;14280;15101;;;
1157;669902;669902;669902;669902;669902;;;668746;668746;668746;668746;668746;;;668680;2311;2311;2311;668746;;;25140;23983;23983;23983;23983;;;14924;14606;14523;13864;14070;;;
1158;671060;671060;671060;671060;671060;;;669903;669903;669903;669903;669903;;;669603;2313;2313;2313;669903;;;25165;24007;24007;24007;24007;;;14844;14509;15122;15714;14141;;;
1159;672219;672219;672219;672219;672219;;;671061;671061;671061;671061;671061;;;669933;2315;2315;2315;671061;;;26347;24029;24029;24029;24029;;;14731;15087;14711;16850;15254;;;
1160;673379;673379;673379;673379;673379;;;672220;672220;672220;672220;672220;;;669805;2317;2317;2317;672220;;;25207;24047;24047;24047;24047;;;14062;14550;14582;14495;13628;;;
1161;674540;674540;674540;674540;674540;;;673380;673380;673380;673380;673380;;;672884;2319;2319;2319;673380;;;25231;24070;24070;24070;24070;;;14669;13943;14749;15009;13978;;;
1162;675702;675702;675702;675702;675702;;;674541;674541;674541;674541;674541;;;673980;2321;2321;2321;674541;;;25256;24094;24094;24094;24094;;;15570;14716;15052;15001;14045;;;
1163;676865;676865;676865;676865;676865;;;675703;675703;675703;675703;675703;;;675693;2323;2323;2323;675703;;;25271;24108;24108;24108;24108;;;14332;14275;16902;14154;14985;;;
1164;678029;678029;678029;678029;678029;;;676866;676866;676866;676866;676866;;;673545;2325;2325;2325;676866;;;25293;24129;24129;24129;24129;;;15819;14795;14529;15284;13796;;;
1165;679194;679194;679194;679194;679194;;;678030;678030;678030;678030;678030;;;675104;2327;2327;2327;678030;;;25313;24148;24148;24148;24148;;;16307;14414;14628;13945;13977;;;
1166;680360;680360;680360;680360;680360;;;679195;679195;679195;679195;679195;;;678454;2329;2329;2329;679195;;;25338;24172;24172;24172;24172;;;13821;16259;14621;14355;14768;;;
1167;681527;681527;681527;681527;681527;;;680361;680361;680361;680361;680361;;;680130;2331;2331;2331;680361;;;26528;24194;24194;24194;24194;;;14036;14159;14205;13999;13918;;;
1168;682695;682695;682695;682695;682695;;;681528;681528;681528;681528;681528;;;681177;2333;2333;2333;681528;;;25385;24217;24217;24217;24217;;;14714;14566;14548;14332;14195;;;
1169;683864;683864;683864;683864;683864;;;682696;682696;682696;682696;682696;;;682200;2335;2335;2335;682696;;;25406;24237;24237;24237;24237;;;14827;13635;14957;16363;14504;;;
1170;685034;685034;685034;685034;685034;;;683865;683865;683865;683865;683865;;;679860;2337;2337;2337;683865;;;25422;24252;24252;24252;24252;;;16316;14089;14919;14601;14859;;;
1171;686205;686205;686205;686205;686205;;;685035;685035;685035;685035;685035;;;684944;2339;2339;2339;685035;;;24276;24276;24276;24276;24276;;;14521;14916;15156;14581;14864;;;
1172;687377;687377;687377;687377;687377;;;686206;686206;686206;686206;686206;;;685645;2341;2341;2341;686206;;;26626;24282;24282;24282;24282;;;15446;15042;14353;14840;14729;;;
1173;688550;688550;688550;688550;688550;;;687378;687378;687378;687378;687378;;;687000;2343;2343;2343;687378;;;27824;24305;24305;24305;24305;;;15135;15780;14872;16083;15300;;;
1174;689724;689724;689724;689724;689724;;;688551;688551;688551;688551;688551;;;687173;2345;2345;2345;688551;;;30197;24327;24327;24327;24327;;;14042;15133;15332;15180;15070;;;
1175;690899;690899;690899;690899;690899;;;689725;689725;689725;689725;689725;;;689472;2347;2347;2347;689725;;;27876;24351;24351;24351;24351;;;15427;14719;14478;15657;15540;;;
1176;692075;692075;692075;692075;692075;;;690900;690900;690900;690900;690900;;;688755;2349;2349;2349;690900;;;25548;24372;24372;24372;24372;;;15491;14979;15458;15243;14514;;;
1177;693252;693252;693252;693252;693252;;;692076;692076;692076;692076;692076;;;688673;2351;2351;2351;692076;;;27921;24390;24390;24390;24390;;;14208;15384;15495;14455;15068;;;
1178;694430;694430;694430;694430;694430;;;693253;693253;693253;693253;693253;;;693198;2353;2353;2353;693253;;;27947;24413;24413;24413;24413;;;13682;14434;16499;15169;15237;;;
1179;695609;695609;695609;695609;695609;;;694431;694431;694431;694431;694431;;;694340;2355;2355;2355;694431;;;27974;24437;24437;24437;24437;;;16122;14425;14601;14881;14708;;;
1180;696789;696789;696789;696789;696789;;;695610;695610;695610;695610;695610;;;693957;2357;2357;2357;695610;;;29177;24457;24457;24457;24457;;;14303;15546;13945;16225;16430;;;
1181;697970;697970;697970;697970;697970;;;696790;696790;696790;696790;696790;;;694512;2359;2359;2359;696790;;;28022;24479;24479;24479;24479;;;15683;14401;14466;14624;14737;;;
1182;699152;699152;699152;699152;699152;;;697971;697971;697971;697971;697971;;;697943;2361;2361;2361;697971;;;28044;24498;24498;24498;24498;;;13874;13922;14881;16083;15017;;;
1183;700335;700335;700335;700335;700335;;;699153;699153;699153;699153;699153;;;698025;2363;2363;2363;699153;;;29251;24519;24519;24519;24519;;;14448;15487;14580;14399;14708;;;
1184;701519;701519;701519;701519;701519;;;700336;700336;700336;700336;700336;;;699958;2365;2365;2365;700336;;;28095;24543;24543;24543;24543;;;14641;14955;15254;14874;14126;;;
1185;702704;702704;702704;702704;702704;;;701520;701520;701520;701520;701520;;;701114;2367;2367;2367;701520;;;30491;24566;24566;24566;24566;;;15408;13942;16390;14301;16420;;;
1186;703890;703890;703890;703890;703890;;;702705;702705;702705;702705;702705;;;700994;2369;2369;2369;702705;;;28141;24583;24583;24583;24583;;;14505;15765;14016;14318;14154;;;
1187;705077;705077;705077;705077;705077;;;703891;703891;703891;703891;703891;;;699613;2371;2371;2371;703891;;;30534;24599;24599;24599;24599;;;15864;14642;16477;15237;14281;;;
1188;706265;706265;706265;706265;706265;;;705078;705078;705078;705078;705078;;;704958;2373;2373;2373;705078;;;26999;24623;24623;24623;24623;;;15466;14184;15233;15886;13817;;;
1189;707454;707454;707454;707454;707454;;;706266;706266;706266;706266;706266;;;705636;2375;2375;2375;706266;;;30590;24645;24645;24645;24645;;;15928;15938;15759;15552;14372;;;
1190;708644;708644;708644;708644;708644;;;707455;707455;707455;707455;707455;;;706594;2377;2377;2377;707455;;;29428;24668;24668;24668;24668;;;14854;14910;14129;16257;15756;;;
1191;709835;709835;709835;709835;709835;;;708645;708645;708645;708645;708645;;;705870;2379;2379;2379;708645;;;30632;24677;24677;24677;24677;;;15484;13926;14136;14825;16007;;;
1192;711027;711027;711027;711027;711027;;;709836;709836;709836;709836;709836;;;709536;2381;2381;2381;709836;;;29469;24701;24701;24701;24701;;;14641;15338;14229;16359;15650;;;
1193;712220;712220;712220;712220;712220;;;711028;711028;711028;711028;711028;;;708750;2383;2383;2383;711028;;;28301;24722;24722;24722;24722;;;15720;16106;15394;14587;15926;;;
1194;713414;713414;713414;713414;713414;;;712221;712221;712221;712221;712221;;;711401;2385;2385;2385;712221;;;28324;24742;24742;24742;24742;;;14723;14708;17420;16301;14943;;;
1195;714609;714609;714609;714609;714609;;;713415;713415;713415;713415;713415;;;713064;2387;2387;2387;713415;;;29545;24765;24765;24765;24765;;;15536;15202;15720;15524;14045;;;
1196;715805;715805;715805;715805;715805;;;714610;714610;714610;714610;714610;;;714232;2389;2389;2389;714610;;;29571;24787;24787;24787;24787;;;16917;15435;14887;13933;14503;;;
1197;717002;717002;717002;717002;717002;;;715806;715806;715806;715806;715806;;;715428;2391;2391;2391;715806;;;27205;24811;24811;24811;24811;;;15186;14519;15527;16284;15493;;;
1198;718200;718200;718200;718200;718200;;;717003;717003;717003;717003;717003;;;716993;2393;2393;2393;717003;;;28424;24830;24830;24830;24830;;;14310;14818;15422;18885;15221;;;
1199;719399;719399;719399;719399;719399;;;718201;718201;718201;718201;718201;;;717025;2395;2395;2395;718201;;;29639;24843;24843;24843;24843;;;14680;16634;15007;14265;14471;;;
1200;720599;720599;720599;720599;720599;;;719400;719400;719400;719400;719400;;;719100;2397;2397;2397;719400;;;28461;24861;24861;24861;24861;;;17492;14895;14573;14860;14523;;;
1201;721800;721800;721800;721800;721800;;;720600;720600;720600;720600;720600;;;720369;2399;2399;2399;720600;;;28488;24885;24885;24885;24885;;;14676;16294;14964;14370;15521;;;
1202;723002;723002;723002;723002;723002;;;721801;721801;721801;721801;721801;;;721336;2401;2401;2401;721801;;;27312;24908;24908;24908;24908;;;14946;15517;14952;15154;14679;;;
1203;724205;724205;724205;724205;724205;;;723003;723003;723003;723003;723003;;;722832;2403;2403;2403;723003;;;29742;24930;24930;24930;24930;;;15125;15687;16535;15764;15448;;;
1204;725409;725409;725409;725409;725409;;;724206;724206;724206;724206;724206;;;724053;2405;2405;2405;724206;;;28563;24951;24951;24951;24951;;;16404;18016;15213;14488;15463;;;
1205;726614;726614;726614;726614;726614;;;725410;725410;725410;725410;725410;;;725257;2407;2407;2407;725410;;;27385;24975;24975;24975;24975;;;15737;16501;17204;14695;16014;;;
1206;727820;727820;727820;727820;727820;;;726615;726615;726615;726615;726615;;;721764;2409;2409;2409;726615;;;28613;24995;24995;24995;24995;;;14288;14822;14189;15458;14721;;;
1207;729027;729027;729027;729027;729027;;;727821;727821;727821;727821;727821;;;726918;2411;2411;2411;727821;;;28639;25018;25018;25018;25018;;;15417;15959;14932;16135;16373;;;
1208;730235;730235;730235;730235;730235;;;729028;729028;729028;729028;729028;;;727803;2413;2413;2413;729028;;;29867;25035;25035;25035;25035;;;17099;17114;15400;16326;16756;;;
1209;731444;731444;731444;731444;731444;;;730236;730236;730236;730236;730236;;;730145;2415;2415;2415;730236;;;28677;25050;25050;25050;25050;;;15266;16950;14313;14437;16111;;;
1210;732654;732654;732654;732654;732654;;;731445;731445;731445;731445;731445;;;731309;2417;2417;2417;731445;;;29914;25074;25074;25074;25074;;;15505;15531;14450;14456;14845;;;
1211;733865;733865;733865;733865;733865;;;732655;732655;732655;732655;732655;;;730170;2419;2419;2419;732655;;;29940;25096;25096;25096;25096;;;16375;15310;15108;14872;14658;;;
1212;735077;735077;735077;735077;735077;;;733866;733866;733866;733866;733866;;;733431;2421;2421;2421;733866;;;28755;25119;25119;25119;25119;;;15789;14448;14886;14357;15476;;;
1213;736290;736290;736290;736290;736290;;;735078;735078;735078;735078;735078;;;732998;2423;2423;2423;735078;;;31205;25140;25140;25140;25140;;;17625;15827;16587;14990;15434;;;
1214;737504;737504;737504;737504;737504;;;736291;736291;736291;736291;736291;;;735163;2425;2425;2425;736291;;;30020;25164;25164;25164;25164;;;14666;16085;15208;16337;15022;;;
1215;738719;738719;738719;738719;738719;;;737505;737505;737505;737505;737505;;;735852;2427;2427;2427;737505;;;28828;25183;25183;25183;25183;;;15364;17006;15333;14370;15239;;;
1216;739935;739935;739935;739935;739935;;;738720;738720;738720;738720;738720;;;737730;2429;2429;2429;738720;;;28851;25203;25203;25203;25203;;;15677;15514;14764;15534;15249;;;
1217;741152;741152;741152;741152;741152;;;739936;739936;739936;739936;739936;;;739270;2431;2431;2431;739936;;;28876;25225;25225;25225;25225;;;15771;15905;15087;15070;16064;;;
1218;742370;742370;742370;742370;742370;;;741153;741153;741153;741153;741153;;;738525;2433;2433;2433;741153;;;27685;25249;25249;25249;25249;;;15480;14773;15544;16137;15636;;;
1219;743589;743589;743589;743589;743589;;;742371;742371;742371;742371;742371;;;739131;2435;2435;2435;742371;;;28929;25272;25272;25272;25272;;;15299;14508;15015;17071;14779;;;
1220;744809;744809;744809;744809;744809;;;743590;743590;743590;743590;743590;;;740962;2437;2437;2437;743590;;;30168;25288;25288;25288;25288;;;15804;16100;15723;15134;16116;;;
1221;746030;746030;746030;746030;746030;;;744810;744810;744810;744810;744810;;;743585;2439;2439;2439;744810;;;31414;25309;25309;25309;25309;;;15159;15816;14584;14725;15559;;;
1222;747252;747252;747252;747252;747252;;;746031;746031;746031;746031;746031;;;746003;2441;2441;2441;746031;;;28993;25327;25327;25327;25327;;;15228;15939;14949;16206;15166;;;
1223;748475;748475;748475;748475;748475;;;747253;747253;747253;747253;747253;;;746028;2443;2443;2443;747253;;;27797;25351;25351;25351;25351;;;15337;15151;15535;15248;15063;;;
1224;749699;749699;749699;749699;749699;;;748476;748476;748476;748476;748476;;;746265;2445;2445;2445;748476;;;30270;25374;25374;25374;25374;;;14968;15435;15074;14823;15648;;;
1225;750924;750924;750924;750924;750924;;;749700;749700;749700;749700;749700;;;749172;2447;2447;2447;749700;;;29071;25396;25396;25396;25396;;;15422;16481;16521;17080;16063;;;
1226;752150;752150;752150;752150;752150;;;750925;750925;750925;750925;750925;;;750649;2449;2449;2449;750925;;;30314;25410;25410;25410;25410;;;15936;14469;14816;16819;15583;;;
1227;753377;753377;753377;753377;753377;;;752151;752151;752151;752151;752151;;;751941;2451;2451;2451;752151;;;27888;25434;25434;25434;25434;;;15183;16475;14873;14309;14275;;;
1228;754605;754605;754605;754605;754605;;;753378;753378;753378;753378;753378;;;753225;2453;2453;2453;753378;;;27909;25453;25453;25453;25453;;;14927;15160;16571;14047;15818;;;
1229;755834;755834;755834;755834;755834;;;754606;754606;754606;754606;754606;;;754396;2455;2455;2455;754606;;;29163;25476;25476;25476;25476;;;16563;14857;16684;15737;15402;;;
1230;757064;757064;757064;757064;757064;;;755835;755835;755835;755835;755835;;;755339;2457;2457;2457;755835;;;27956;25496;25496;25496;25496;;;16164;15216;15651;14925;16825;;;
1231;758295;758295;758295;758295;758295;;;757065;757065;757065;757065;757065;;;754787;2459;2459;2459;757065;;;29213;25520;25520;25520;25520;;;15914;14801;15923;16018;16376;;;
1232;759527;759527;759527;759527;759527;;;758296;758296;758296;758296;758296;;;755215;2461;2461;2461;758296;;;29237;25541;25541;25541;25541;;;16471;15945;14683;15043;15803;;;
1233;760760;760760;760760;760760;760760;;;759528;759528;759528;759528;759528;;;758667;2463;2463;2463;759528;;;28029;25563;25563;25563;25563;;;16420;15376;15204;16291;15763;;;
1234;761994;761994;761994;761994;761994;;;760761;760761;760761;760761;760761;;;760758;2465;2465;2465;760761;;;28035;25567;25567;25567;26801;;;15458;14894;15681;15078;15842;;;
1235;763229;763229;763229;763229;763229;;;761995;761995;761995;761995;761995;;;761695;2467;2467;2467;761995;;;28060;25590;25590;25590;26825;;;15282;15401;15935;15033;16728;;;
1236;764465;764465;764465;764465;764465;;;763230;763230;763230;763230;763230;;;761150;2469;2469;2469;763230;;;28086;25614;25614;25614;26850;;;15862;16297;14730;17470;16992;;;
1237;765702;765702;765702;765702;765702;;;764466;764466;764466;764466;764466;;;764346;2471;2471;2471;764466;;;29342;25631;25631;25631;26868;;;16980;14934;15212;17154;15559;;;
1238;766940;766940;766940;766940;766940;;;765703;765703;765703;765703;765703;;;765297;2473;2473;2473;765703;;;26887;25649;25649;25649;26887;;;14602;15833;14393;15617;16578;;;
1239;768179;768179;768179;768179;768179;;;766941;766941;766941;766941;766941;;;766238;2475;2475;2475;766941;;;29388;25671;25671;25671;26910;;;15345;15243;15840;18288;15377;;;
1240;769419;769419;769419;769419;769419;;;768180;768180;768180;768180;768180;;;767949;2477;2477;2477;768180;;;29415;25695;25695;25695;26935;;;15215;14916;17206;15191;15648;;;
1241;770660;770660;770660;770660;770660;;;769420;769420;769420;769420;769420;;;769230;2479;2479;2479;769420;;;30682;25718;25718;25718;26959;;;16132;15994;16609;16601;17600;;;
1242;771902;771902;771902;771902;771902;;;770661;770661;770661;770661;770661;;;770196;2481;2481;2481;770661;;;28223;25739;25739;25739;26981;;;17070;16925;17652;17304;16072;;;
1243;773145;773145;773145;773145;773145;;;771903;771903;771903;771903;771903;;;771042;2483;2483;2483;771903;;;28245;25759;25759;25759;27002;;;16560;16013;16037;15286;16617;;;
1244;774389;774389;774389;774389;774389;;;773146;773146;773146;773146;773146;;;773101;2485;2485;2485;773146;;;33247;25783;25783;25783;27027;;;15743;17002;15280;15676;14624;;;
1245;775634;775634;775634;775634;775634;;;774390;774390;774390;774390;774390;;;774375;2487;2487;2487;774390;;;28292;25802;25802;25802;27047;;;16551;15636;16616;15874;14734;;;
1246;776880;776880;776880;776880;776880;;;775635;775635;775635;775635;775635;;;774459;2489;2489;2489;775635;;;30809;25825;25825;25825;27071;;;16646;16788;15590;15766;15591;;;
1247;778127;778127;778127;778127;778127;;;776881;776881;776881;776881;776881;;;776671;2491;2491;2491;776881;;;29588;25847;25847;25847;27094;;;16638;14881;16434;16758;14920;;;
1248;779375;779375;779375;779375;779375;;;778128;778128;778128;778128;778128;;;775917;2493;2493;2493;778128;;;30850;25858;25858;25858;27106;;;16575;16717;15715;15367;16045;;;
1249;780624;780624;780624;780624;780624;;;779376;779376;779376;779376;779376;;;778673;2495;2495;2495;779376;;;29629;25882;25882;25882;27131;;;15801;15696;15483;15475;16118;;;
1250;781874;781874;781874;781874;781874;;;780625;780625;780625;780625;780625;;;780580;2497;2497;2497;780625;;;28403;25903;25903;25903;27153;;;15698;15570;17108;14857;15730;;;
1251;783125;783125;783125;783125;783125;;;781875;781875;781875;781875;781875;;;781575;2499;2499;2499;781875;;;28421;25919;25919;25919;27170;;;15712;15464;15936;15968;16106;;;
1252;784377;784377;784377;784377;784377;;;783126;783126;783126;783126;783126;;;783060;2501;2501;2501;783126;;;29698;25942;25942;25942;27194;;;15891;16000;15529;16339;15886;;;
1253;785630;785630;785630;785630;785630;;;784378;784378;784378;784378;784378;;;784287;2503;2503;2503;784378;;;29725;25966;25966;25966;27219;;;15582;16207;15207;15789;16366;;;
1254;786884;786884;786884;786884;786884;;;785631;785631;785631;785631;785631;;;784356;2505;2505;2505;785631;;;29748;25986;25986;25986;27240;;;15604;16130;17558;15950;16342;;;
1255;788139;788139;788139;788139;788139;;;786885;786885;786885;786885;786885;;;784400;2507;2507;2507;786885;;;31028;26008;26008;26008;27263;;;15993;16125;16572;16239;16412;;;
1256;789395;789395;789395;789395;789395;;;788140;788140;788140;788140;788140;;;788035;2509;2509;2509;788140;;;34812;26020;26020;26020;27276;;;16381;15143;15841;15147;17354;;;
1257;790652;790652;790652;790652;790652;;;789396;789396;789396;789396;789396;;;788535;2511;2511;2511;789396;;;33586;26044;26044;26044;27301;;;15637;15922;16714;15185;17230;;;
1258;791910;791910;791910;791910;791910;;;790653;790653;790653;790653;790653;;;786467;2513;2513;2513;790653;;;29841;26067;26067;26067;27325;;;16950;15194;18796;16307;15053;;;
1259;793169;793169;793169;793169;793169;;;791911;791911;791911;791911;791911;;;791170;2515;2515;2515;791911;;;33638;26084;26084;26084;27343;;;15643;16211;16184;15045;16084;;;
1260;794429;794429;794429;794429;794429;;;793170;793170;793170;793170;793170;;;793050;2517;2517;2517;793170;;;32405;26105;26105;26105;27365;;;16086;15390;16606;15290;15301;;;
1261;795690;795690;795690;795690;795690;;;794430;794430;794430;794430;794430;;;793440;2519;2519;2519;794430;;;31171;26127;26127;26127;27388;;;15801;15116;15170;15561;15102;;;
1262;796952;796952;796952;796952;796952;;;795691;795691;795691;795691;795691;;;795025;2521;2521;2521;795691;;;37509;26151;26151;26151;27413;;;15316;15647;15229;16607;15061;;;
1263;798215;798215;798215;798215;798215;;;796953;796953;796953;796953;796953;;;796050;2523;2523;2523;796953;;;31226;26174;26174;26174;27437;;;17305;16107;16039;16396;17937;;;
1264;799479;799479;799479;799479;799479;;;798216;798216;798216;798216;798216;;;798006;2525;2525;2525;798216;;;33777;26193;26193;26193;27457;;;16275;16599;15889;17046;17310;;;
1265;800744;800744;800744;800744;800744;;;799480;799480;799480;799480;799480;;;799425;2527;2527;2527;799480;;;33801;26211;26211;26211;27476;;;15312;15849;16970;16835;15786;;;
1266;802010;802010;802010;802010;802010;;;800745;800745;800745;800745;800745;;;799925;2529;2529;2529;800745;;;33831;26235;26235;26235;27501;;;18095;16330;16236;16940;15133;;;
1267;803277;803277;803277;803277;803277;;;802011;802011;802011;802011;802011;;;801191;2531;2531;2531;802011;;;32590;26255;26255;26255;27522;;;15785;15493;15591;16057;15313;;;
1268;804545;804545;804545;804545;804545;;;803278;803278;803278;803278;803278;;;802648;2533;2533;2533;803278;;;33885;26277;26277;26277;27545;;;17796;16211;16516;16368;15936;;;
1269;805814;805814;805814;805814;805814;;;804546;804546;804546;804546;804546;;;803951;2535;2535;2535;804546;;;30107;26300;26300;26300;27569;;;16127;15122;15442;16525;16565;;;
1270;807084;807084;807084;807084;807084;;;805815;805815;805815;805815;805815;;;804954;2537;2537;2537;805815;;;33944;26324;26324;26324;27594;;;16461;15478;16508;16394;16337;;;
1271;808355;808355;808355;808355;808355;;;807085;807085;807085;807085;807085;;;805707;2539;2539;2539;807085;;;30158;26345;26345;26345;27616;;;15959;16862;15560;15800;15527;;;
1272;809627;809627;809627;809627;809627;;;808356;808356;808356;808356;808356;;;808031;2541;2541;2541;808356;;;30176;26360;26360;26360;27632;;;16107;15996;16201;16495;16432;;;
1273;810900;810900;810900;810900;810900;;;809628;809628;809628;809628;809628;;;809418;2543;2543;2543;809628;;;30192;26373;26373;26373;27646;;;15931;17800;15783;16023;15591;;;
1274;812174;812174;812174;812174;812174;;;810901;810901;810901;810901;810901;;;810306;2545;2545;2545;810901;;;32766;26396;26396;26396;27670;;;15410;15693;15900;16259;15626;;;
1275;813449;813449;813449;813449;813449;;;812175;812175;812175;812175;812175;;;810635;2547;2547;2547;812175;;;35345;26420;26420;26420;27695;;;15902;15571;16627;16462;15900;;;
1276;814725;814725;814725;814725;814725;;;813450;813450;813450;813450;813450;;;813395;2549;2549;2549;813450;;;31543;26439;26439;26439;27715;;;16373;15250;16617;15569;18844;;;
1277;816002;816002;816002;816002;816002;;;814726;814726;814726;814726;814726;;;814198;2551;2551;2551;814726;;;31569;26461;26461;26461;27738;;;16198;17581;16825;15587;15854;;;
1278;817280;817280;817280;817280;817280;;;816003;816003;816003;816003;816003;;;811152;2553;2553;2553;816003;;;30316;26482;26482;26482;27760;;;15358;16155;15650;15479;16784;;;
1279;818559;818559;818559;818559;818559;;;817281;817281;817281;817281;817281;;;817271;2555;2555;2555;817281;;;31622;26506;26506;26506;27785;;;15611;16411;16706;15716;16869;;;
1280;819839;819839;819839;819839;819839;;;818560;818560;818560;818560;818560;;;817657;2557;2557;2557;818560;;;30369;26529;26529;26529;27809;;;16649;16056;16776;18288;16085;;;
1281;821120;821120;821120;821120;821120;;;819840;819840;819840;819840;819840;;;819687;2559;2559;2559;819840;;;30392;26549;26549;26549;27830;;;15651;15636;16930;15429;15566;;;
1282;822402;822402;822402;822402;822402;;;821121;821121;821121;821121;821121;;;820560;2561;2561;2561;821121;;;30409;26563;26563;26563;27845;;;15259;15937;19168;18222;15512;;;
1283;823685;823685;823685;823685;823685;;;822403;822403;822403;822403;822403;;;821700;2563;2563;2563;822403;;;33002;26587;26587;26587;27870;;;15621;17905;16163;18261;15981;;;
1284;824969;824969;824969;824969;824969;;;823686;823686;823686;823686;823686;;;823251;2565;2565;2565;823686;;;33029;26609;26609;26609;27893;;;17365;16419;15950;15821;15881;;;
1285;826254;826254;826254;826254;826254;;;824970;824970;824970;824970;824970;;;823695;2567;2567;2567;824970;;;31767;26627;26627;26627;27912;;;16705;17055;18239;15650;15865;;;
1286;827540;827540;827540;827540;827540;;;826255;826255;826255;826255;826255;;;825759;2569;2569;2569;826255;;;31794;26650;26650;26650;27936;;;15839;16061;15563;15107;17064;;;
1287;828827;828827;828827;828827;828827;;;827541;827541;827541;827541;827541;;;827496;2571;2571;2571;827541;;;33102;26667;26667;26667;27954;;;15462;16784;16179;16884;15319;;;
1288;830115;830115;830115;830115;830115;;;828828;828828;828828;828828;828828;;;826998;2573;2573;2573;828828;;;33131;26691;26691;26691;27979;;;17517;16011;16934;16031;16613;;;
1289;831404;831404;831404;831404;831404;;;830116;830116;830116;830116;830116;;;824338;2575;2575;2575;830116;;;34446;26712;26712;26712;28001;;;16208;15574;16338;17792;17890;;;
1290;832694;832694;832694;832694;832694;;;831405;831405;831405;831405;831405;;;831195;2577;2577;2577;831405;;;31894;26734;26734;26734;28024;;;16897;16087;17495;15946;15809;;;
1291;833985;833985;833985;833985;833985;;;832695;832695;832695;832695;832695;;;831317;2579;2579;2579;832695;;;33212;26757;26757;26757;28048;;;16159;16141;15792;17672;17135;;;
1292;835277;835277;835277;835277;835277;;;833986;833986;833986;833986;833986;;;833686;2581;2581;2581;833986;;;33241;26781;26781;26781;28073;;;17424;15597;16547;16798;16963;;;
1293;836570;836570;836570;836570;836570;;;835278;835278;835278;835278;835278;;;835158;2583;2583;2583;835278;;;34559;26801;26801;26801;28094;;;15634;16278;15591;16024;17118;;;
1294;837864;837864;837864;837864;837864;;;836571;836571;836571;836571;836571;;;836526;2585;2585;2585;836571;;;31996;26820;26820;26820;28114;;;16630;16335;16590;16313;16942;;;
1295;839159;839159;839159;839159;839159;;;837865;837865;837865;837865;837865;;;833949;2587;2587;2587;837865;;;34606;26836;26836;26836;28131;;;16462;15786;17057;16920;16812;;;
1296;840455;840455;840455;840455;840455;;;839160;839160;839160;839160;839160;;;838632;2589;2589;2589;839160;;;30748;26860;26860;26860;28156;;;15525;16669;17149;17828;16557;;;
1297;841752;841752;841752;841752;841752;;;840456;840456;840456;840456;840456;;;839636;2591;2591;2591;840456;;;33368;26883;26883;26883;28180;;;16163;16937;16960;16120;16522;;;
1298;843050;843050;843050;843050;843050;;;841753;841753;841753;841753;841753;;;841318;2593;2593;2593;841753;;;33394;26904;26904;26904;28202;;;17460;16242;16300;16461;17000;;;
1299;844349;844349;844349;844349;844349;;;843051;843051;843051;843051;843051;;;842148;2595;2595;2595;843051;;;33421;26926;26926;26926;28225;;;16300;16145;15920;16690;17070;;;
1300;845649;845649;845649;845649;845649;;;844350;844350;844350;844350;844350;;;842334;2597;2597;2597;844350;;;30836;26936;26936;26936;28236;;;17623;16068;16936;15417;16198;;;
1301;846950;846950;846950;846950;846950;;;845650;845650;845650;845650;845650;;;844615;2599;2599;2599;845650;;;30863;26960;26960;26960;28261;;;18496;15647;16805;19256;16950;;;
1302;848252;848252;848252;848252;848252;;;846951;846951;846951;846951;846951;;;844806;2601;2601;2601;846951;;;34790;26978;26978;26978;28280;;;15878;18070;18398;19005;16899;;;
1303;849555;849555;849555;849555;849555;;;848253;848253;848253;848253;848253;;;847847;2603;2603;2603;848253;;;30910;27001;27001;27001;28304;;;16812;16760;17766;18490;17383;;;
1304;850859;850859;850859;850859;850859;;;849556;849556;849556;849556;849556;;;846396;2605;2605;2605;849556;;;30933;27021;27021;27021;28325;;;16298;17420;15890;16384;16169;;;
1305;852164;852164;852164;852164;852164;;;850860;850860;850860;850860;850860;;;850299;2607;2607;2607;850860;;;29655;27045;27045;27045;28350;;;16641;17050;17613;16593;15729;;;
1306;853470;853470;853470;853470;853470;;;852165;852165;852165;852165;852165;;;850839;2609;2609;2609;852165;;;30985;27067;27067;27067;28373;;;15966;15371;16426;17645;16921;;;
1307;854777;854777;854777;854777;854777;;;853471;853471;853471;853471;853471;;;851326;2611;2611;2611;853471;;;31009;27088;27088;27088;28395;;;16802;15389;17296;16610;16683;;;
1308;856085;856085;856085;856085;856085;;;854778;854778;854778;854778;854778;;;854607;2613;2613;2613;854778;;;31035;27111;27111;27111;28419;;;17040;17293;19542;16411;18413;;;
