N;Aleat triSelection;PresqueTri triSelection;PresqueTriDeb triSelection;PresqueTriDebFin triSelection;PresqueTriFin triSelection;;;Aleat triBulles;PresqueTri triBulles;PresqueTriDeb triBulles;PresqueTriDebFin triBulles;PresqueTriFin triBulles;;;Aleat triBullesOpti;PresqueTri triBullesOpti;PresqueTriDeb triBullesOpti;PresqueTriDebFin triBullesOpti;PresqueTriFin triBullesOpti;;;Aleat triPeigne;PresqueTri triPeigne;PresqueTriDeb triPeigne;PresqueTriDebFin triPeigne;PresqueTriFin triPeigne;;;Aleat triRapide;PresqueTri triRapide;PresqueTriDeb triRapide;PresqueTriDebFin triRapide;PresqueTriFin triRapide;;;
946;447930;447930;447930;447930;447930;;;446985;446985;446985;446985;446985;;;446795;1889;1889;1889;446985;;;19625;18679;18679;18679;18679;;;11376;12427;11678;11392;11616;;;
947;448877;448877;448877;448877;448877;;;447931;447931;447931;447931;447931;;;447190;1891;1891;1891;447931;;;20594;18700;18700;18700;18700;;;11149;11712;12036;13315;11212;;;
948;449825;449825;449825;449825;449825;;;448878;448878;448878;448878;448878;;;448578;1893;1893;1893;448878;;;20618;18722;18722;18722;18722;;;10846;12583;11217;10866;11375;;;
949;450774;450774;450774;450774;450774;;;449826;449826;449826;449826;449826;;;448650;1895;1895;1895;449826;;;21573;18726;18726;18726;19675;;;11417;11401;12557;11808;11587;;;
950;451724;451724;451724;451724;451724;;;450775;450775;450775;450775;450775;;;449179;1897;1897;1897;450775;;;20649;18749;18749;18749;19699;;;12105;12155;11664;11948;10981;;;
951;452675;452675;452675;452675;452675;;;451725;451725;451725;451725;451725;;;451659;1899;1899;1899;451725;;;19717;18766;18766;18766;19717;;;10928;10925;11172;11734;10727;;;
952;453627;453627;453627;453627;453627;;;452676;452676;452676;452676;452676;;;449595;1901;1901;1901;452676;;;20688;18784;18784;18784;19736;;;13315;12142;11251;11559;11768;;;
953;454580;454580;454580;454580;454580;;;453628;453628;453628;453628;453628;;;452452;1903;1903;1903;453628;;;20712;18806;18806;18806;19759;;;14671;12016;11561;11837;11207;;;
954;455534;455534;455534;455534;455534;;;454581;454581;454581;454581;454581;;;452565;1905;1905;1905;454581;;;20737;18829;18829;18829;19783;;;12664;10906;11948;11668;10823;;;
955;456489;456489;456489;456489;456489;;;455535;455535;455535;455535;455535;;;454209;1907;1907;1907;455535;;;20760;18850;18850;18850;19805;;;11344;11295;11850;11095;11129;;;
956;457445;457445;457445;457445;457445;;;456490;456490;456490;456490;456490;;;455710;1909;1909;1909;456490;;;20782;18870;18870;18870;19826;;;11383;12979;12160;11238;11123;;;
957;458402;458402;458402;458402;458402;;;457446;457446;457446;457446;457446;;;456666;1911;1911;1911;457446;;;21760;18889;18889;18889;19846;;;11979;11465;11271;11272;12227;;;
958;459360;459360;459360;459360;459360;;;458403;458403;458403;458403;458403;;;458267;1913;1913;1913;458403;;;20828;18912;18912;18912;19870;;;11659;12306;11337;11780;13111;;;
959;460319;460319;460319;460319;460319;;;459361;459361;459361;459361;459361;;;458185;1915;1915;1915;459361;;;19893;18934;18934;18934;19893;;;12368;10696;12290;11265;11898;;;
960;461279;461279;461279;461279;461279;;;460320;460320;460320;460320;460320;;;459459;1917;1917;1917;460320;;;22785;18945;18945;18945;19905;;;11188;12098;11652;11997;11271;;;
961;462240;462240;462240;462240;462240;;;461280;461280;461280;461280;461280;;;461274;1919;1919;1919;461280;;;23771;18966;18966;18966;19927;;;11725;12468;11435;11614;11488;;;
962;463202;463202;463202;463202;463202;;;462241;462241;462241;462241;462241;;;462010;1921;1921;1921;462241;;;22830;18982;18982;18982;19944;;;13925;11830;14178;12307;11434;;;
963;464165;464165;464165;464165;464165;;;463203;463203;463203;463203;463203;;;461373;1923;1923;1923;463203;;;20931;19005;19005;19005;19968;;;12208;12039;11020;13085;11340;;;
964;465129;465129;465129;465129;465129;;;464166;464166;464166;464166;464166;;;463815;1925;1925;1925;464166;;;20953;19025;19025;19025;19989;;;12884;11074;10980;12051;11056;;;
965;466094;466094;466094;466094;466094;;;465130;465130;465130;465130;465130;;;464310;1927;1927;1927;465130;;;20977;19047;19047;19047;20012;;;11503;11533;11446;11424;12573;;;
966;467060;467060;467060;467060;467060;;;466095;466095;466095;466095;466095;;;462692;1929;1929;1929;466095;;;22923;19059;19059;19059;20025;;;11864;11692;11432;11451;11073;;;
967;468027;468027;468027;468027;468027;;;467061;467061;467061;467061;467061;;;465231;1931;1931;1931;467061;;;22950;19082;19082;19082;20049;;;13425;12114;11062;11173;11462;;;
968;468995;468995;468995;468995;468995;;;468028;468028;468028;468028;468028;;;467433;1933;1933;1933;468028;;;22971;19099;19099;19099;20067;;;12138;11557;12413;11324;12381;;;
969;469964;469964;469964;469964;469964;;;468996;468996;468996;468996;468996;;;468918;1935;1935;1935;468996;;;24934;19120;19120;19120;20089;;;10989;12744;11202;11093;14109;;;
970;470934;470934;470934;470934;470934;;;469965;469965;469965;469965;469965;;;469689;1937;1937;1937;469965;;;23022;19142;19142;19142;20112;;;11619;11566;11478;12922;11449;;;
971;471905;471905;471905;471905;471905;;;470935;470935;470935;470935;470935;;;469807;1939;1939;1939;470935;;;24020;19165;19165;19165;20136;;;13861;12498;11772;12403;12784;;;
972;472877;472877;472877;472877;472877;;;471906;471906;471906;471906;471906;;;471753;1941;1941;1941;471906;;;23072;19184;19184;19184;20156;;;11324;10952;11328;13718;11671;;;
973;473850;473850;473850;473850;473850;;;472878;472878;472878;472878;472878;;;472878;1943;1943;1943;472878;;;22121;19202;19202;19202;20175;;;12671;13045;12769;11652;11938;;;
974;474824;474824;474824;474824;474824;;;473851;473851;473851;473851;473851;;;473661;1945;1945;1945;473851;;;25066;19222;19222;19222;20196;;;11669;11994;12141;11758;11499;;;
975;475799;475799;475799;475799;475799;;;474825;474825;474825;474825;474825;;;472547;1947;1947;1947;474825;;;22169;19244;19244;19244;20219;;;11241;11696;11887;12206;11145;;;
976;476775;476775;476775;476775;476775;;;475800;475800;475800;475800;475800;;;475205;1949;1949;1949;475800;;;25123;19267;19267;19267;20243;;;11398;12884;11285;12046;14176;;;
977;477752;477752;477752;477752;477752;;;476776;476776;476776;476776;476776;;;475236;1951;1951;1951;476776;;;22219;19288;19288;19288;20265;;;11801;11312;12256;12075;11603;;;
978;478730;478730;478730;478730;478730;;;477753;477753;477753;477753;477753;;;476100;1953;1953;1953;477753;;;22237;19303;19303;19303;20281;;;12101;11605;12628;12957;12397;;;
979;479709;479709;479709;479709;479709;;;478731;478731;478731;478731;478731;;;477555;1955;1955;1955;478731;;;23232;19316;19316;19316;20295;;;11787;11771;12368;13005;11688;;;
980;480689;480689;480689;480689;480689;;;479710;479710;479710;479710;479710;;;479574;1957;1957;1957;479710;;;23259;19339;19339;19339;20319;;;12689;12358;11923;12122;11696;;;
981;481670;481670;481670;481670;481670;;;480690;480690;480690;480690;480690;;;480554;1959;1959;1959;480690;;;24263;19358;19358;19358;20339;;;11702;11551;12014;12505;12213;;;
982;482652;482652;482652;482652;482652;;;481671;481671;481671;481671;481671;;;481535;1961;1961;1961;481671;;;22326;19380;19380;19380;20362;;;12083;12244;12424;12066;11644;;;
983;483635;483635;483635;483635;483635;;;482653;482653;482653;482653;482653;;;481572;1963;1963;1963;482653;;;22350;19401;19401;19401;20384;;;11805;11380;11364;11916;11610;;;
984;484619;484619;484619;484619;484619;;;483636;483636;483636;483636;483636;;;482411;1965;1965;1965;483636;;;24344;19424;19424;19424;20408;;;11492;11544;11732;12032;12343;;;
985;485604;485604;485604;485604;485604;;;484620;484620;484620;484620;484620;;;483492;1967;1967;1967;484620;;;23384;19444;19444;19444;20429;;;11928;11738;12136;10792;12520;;;
986;486590;486590;486590;486590;486590;;;485605;485605;485605;485605;485605;;;485527;1969;1969;1969;485605;;;24388;19458;19458;19458;20444;;;11042;11307;11640;12769;11941;;;
987;487577;487577;487577;487577;487577;;;486591;486591;486591;486591;486591;;;484995;1971;1971;1971;486591;;;23428;19480;19480;19480;20467;;;11926;12048;11457;11939;12676;;;
988;488565;488565;488565;488565;488565;;;487578;487578;487578;487578;487578;;;487458;1973;1973;1973;487578;;;24438;19498;19498;19498;20486;;;11694;12022;12894;11309;11705;;;
989;489554;489554;489554;489554;489554;;;488566;488566;488566;488566;488566;;;486151;1975;1975;1975;488566;;;25455;19521;19521;19521;20510;;;13033;12873;12410;11325;12865;;;
990;490544;490544;490544;490544;490544;;;489555;489555;489555;489555;489555;;;488177;1977;1977;1977;489555;;;23498;19538;19538;19538;20528;;;11482;11774;13202;12894;12964;;;
991;491535;491535;491535;491535;491535;;;490545;490545;490545;490545;490545;;;489320;1979;1979;1979;490545;;;23523;19559;19559;19559;20550;;;12147;11469;11897;12244;12199;;;
992;492527;492527;492527;492527;492527;;;491536;491536;491536;491536;491536;;;488610;1981;1981;1981;491536;;;25533;19581;19581;19581;20573;;;12678;12885;12472;12700;12037;;;
993;493520;493520;493520;493520;493520;;;492528;492528;492528;492528;492528;;;490817;1983;1983;1983;492528;;;22583;19604;19604;19604;20597;;;12628;11725;11834;12352;11999;;;
994;494514;494514;494514;494514;494514;;;493521;493521;493521;493521;493521;;;493430;1985;1985;1985;493521;;;23600;19624;19624;19624;20618;;;12784;13704;12937;11691;11751;;;
995;495509;495509;495509;495509;495509;;;494515;494515;494515;494515;494515;;;491665;1987;1987;1987;494515;;;24618;19643;19643;19643;20638;;;11869;12207;12648;11759;12975;;;
996;496505;496505;496505;496505;496505;;;495510;495510;495510;495510;495510;;;495132;1989;1989;1989;495510;;;24639;19659;19659;19659;20655;;;12836;13088;11456;12314;12346;;;
997;497502;497502;497502;497502;497502;;;496506;496506;496506;496506;496506;;;496206;1991;1991;1991;496506;;;24667;19682;19682;19682;20679;;;11451;11851;12373;12222;12069;;;
998;498500;498500;498500;498500;498500;;;497503;497503;497503;497503;497503;;;496975;1993;1993;1993;497503;;;22697;19703;19703;19703;20701;;;12281;12353;11849;12264;13136;;;
999;499499;499499;499499;499499;499499;;;498501;498501;498501;498501;498501;;;498480;1995;1995;1995;498501;;;24720;19725;19725;19725;20724;;;11404;11929;13234;11400;12281;;;
1000;500499;500499;500499;500499;500499;;;499500;499500;499500;499500;499500;;;497789;1997;1997;1997;499500;;;21735;19735;19735;19735;20735;;;11761;14256;13644;12975;12005;;;
1001;501500;501500;501500;501500;501500;;;500500;500500;500500;500500;500500;;;500094;1999;1999;1999;500500;;;21755;19753;19753;19753;20754;;;13210;14834;11782;12914;11703;;;
1002;502502;502502;502502;502502;502502;;;501501;501501;501501;501501;501501;;;501396;2001;2001;2001;501501;;;21780;19776;19776;19776;20778;;;12031;12456;12493;13585;12296;;;
1003;503505;503505;503505;503505;503505;;;502503;502503;502503;502503;502503;;;502293;2003;2003;2003;502503;;;25814;19796;19796;19796;20799;;;13194;13426;12463;11717;12893;;;
1004;504509;504509;504509;504509;504509;;;503506;503506;503506;503506;503506;;;500425;2005;2005;2005;503506;;;23834;19818;19818;19818;20822;;;11697;12832;11825;12317;12464;;;
1005;505514;505514;505514;505514;505514;;;504510;504510;504510;504510;504510;;;502619;2007;2007;2007;504510;;;21849;19839;19839;19839;20844;;;12311;11648;12103;12881;12998;;;
1006;506520;506520;506520;506520;506520;;;505515;505515;505515;505515;505515;;;505215;2009;2009;2009;505515;;;21874;19862;19862;19862;20868;;;11693;12262;11836;12764;12966;;;
1007;507527;507527;507527;507527;507527;;;506521;506521;506521;506521;506521;;;506385;2011;2011;2011;506521;;;22898;19877;19877;19877;20884;;;12052;12481;14074;11712;12430;;;
1008;508535;508535;508535;508535;508535;;;507528;507528;507528;507528;507528;;;505637;2013;2013;2013;507528;;;21912;19896;19896;19896;20904;;;11758;12609;13283;11458;12456;;;
1009;509544;509544;509544;509544;509544;;;508536;508536;508536;508536;508536;;;507716;2015;2015;2015;508536;;;21936;19918;19918;19918;20927;;;13668;12211;12618;11801;12047;;;
1010;510554;510554;510554;510554;510554;;;509545;509545;509545;509545;509545;;;507267;2017;2017;2017;509545;;;23981;19941;19941;19941;20951;;;13113;12510;11866;12960;13249;;;
1011;511565;511565;511565;511565;511565;;;510555;510555;510555;510555;510555;;;508140;2019;2019;2019;510555;;;21971;19949;19949;19949;20960;;;12353;12094;13060;12969;13314;;;
1012;512577;512577;512577;512577;512577;;;511566;511566;511566;511566;511566;;;511475;2021;2021;2021;511566;;;23005;19969;19969;19969;20981;;;12981;12307;12551;13209;12522;;;
1013;513590;513590;513590;513590;513590;;;512578;512578;512578;512578;512578;;;512050;2023;2023;2023;512578;;;22016;19990;19990;19990;21003;;;11788;12543;13180;12110;12247;;;
1014;514604;514604;514604;514604;514604;;;513591;513591;513591;513591;513591;;;512888;2025;2025;2025;513591;;;22035;20007;20007;20007;21021;;;11801;11555;12092;13033;12127;;;
1015;515619;515619;515619;515619;515619;;;514605;514605;514605;514605;514605;;;513120;2027;2027;2027;514605;;;23075;20030;20030;20030;21045;;;12246;12891;14079;13110;11742;;;
1016;516635;516635;516635;516635;516635;;;515620;515620;515620;515620;515620;;;515484;2029;2029;2029;515620;;;22084;20052;20052;20052;21068;;;12087;13013;13209;12431;12836;;;
1017;517652;517652;517652;517652;517652;;;516636;516636;516636;516636;516636;;;513633;2031;2031;2031;516636;;;22102;20068;20068;20068;21085;;;14134;12803;12641;12093;12732;;;
1018;518670;518670;518670;518670;518670;;;517653;517653;517653;517653;517653;;;516525;2033;2033;2033;517653;;;22123;20087;20087;20087;21105;;;12898;12279;11837;13932;14313;;;
1019;519689;519689;519689;519689;519689;;;518671;518671;518671;518671;518671;;;518605;2035;2035;2035;518671;;;22148;20110;20110;20110;21129;;;12175;12863;12226;13030;12426;;;
1020;520709;520709;520709;520709;520709;;;519690;519690;519690;519690;519690;;;519599;2037;2037;2037;519690;;;22171;20131;20131;20131;21151;;;13612;12342;12555;12430;12510;;;
1021;521730;521730;521730;521730;521730;;;520710;520710;520710;520710;520710;;;520520;2039;2039;2039;520710;;;22195;20153;20153;20153;21174;;;12327;12593;12504;11771;11617;;;
1022;522752;522752;522752;522752;522752;;;521731;521731;521731;521731;521731;;;520555;2041;2041;2041;521731;;;23239;20173;20173;20173;21195;;;12008;11954;13720;12669;12463;;;
1023;523775;523775;523775;523775;523775;;;522753;522753;522753;522753;522753;;;521528;2043;2043;2043;522753;;;23265;20196;20196;20196;21219;;;12289;13399;12553;12714;12149;;;
1024;524799;524799;524799;524799;524799;;;523776;523776;523776;523776;523776;;;523698;2045;2045;2045;523776;;;22262;20214;20214;20214;21238;;;12403;12952;12320;13102;12589;;;
1025;525824;525824;525824;525824;525824;;;524800;524800;524800;524800;524800;;;522385;2047;2047;2047;524800;;;22271;20221;20221;20221;21246;;;12595;12293;12173;11896;13252;;;
1026;526850;526850;526850;526850;526850;;;525825;525825;525825;525825;525825;;;525759;2049;2049;2049;525825;;;24347;20243;20243;20243;21269;;;13015;12080;12419;13108;12140;;;
1027;527877;527877;527877;527877;527877;;;526851;526851;526851;526851;526851;;;526290;2051;2051;2051;526851;;;22318;20264;20264;20264;21291;;;12805;14742;12427;13477;12151;;;
1028;528905;528905;528905;528905;528905;;;527878;527878;527878;527878;527878;;;527872;2053;2053;2053;527878;;;22343;20287;20287;20287;21315;;;12240;13403;11935;12013;12083;;;
1029;529934;529934;529934;529934;529934;;;528906;528906;528906;528906;528906;;;528003;2055;2055;2055;528906;;;23388;20301;20301;20301;21330;;;13498;12164;12029;12195;13617;;;
1030;530964;530964;530964;530964;530964;;;529935;529935;529935;529935;529935;;;528609;2057;2057;2057;529935;;;24440;20320;20320;20320;21350;;;13111;12190;12879;12654;12414;;;
1031;531995;531995;531995;531995;531995;;;530965;530965;530965;530965;530965;;;529534;2059;2059;2059;530965;;;24464;20340;20340;20340;21371;;;12712;12136;12357;13325;13703;;;
1032;533027;533027;533027;533027;533027;;;531996;531996;531996;531996;531996;;;531468;2061;2061;2061;531996;;;22427;20363;20363;20363;21395;;;12646;14043;13050;13865;13074;;;
1033;534060;534060;534060;534060;534060;;;533028;533028;533028;533028;533028;;;532433;2063;2063;2063;533028;;;22451;20385;20385;20385;21418;;;12489;12373;12562;12015;12342;;;
1034;535094;535094;535094;535094;535094;;;534061;534061;534061;534061;534061;;;533970;2065;2065;2065;534061;;;24538;20402;20402;20402;21436;;;11729;12063;12889;12450;13004;;;
1035;536129;536129;536129;536129;536129;;;535095;535095;535095;535095;535095;;;535004;2067;2067;2067;535095;;;25598;20423;20423;20423;21458;;;12985;12140;13156;13090;12504;;;
1036;537165;537165;537165;537165;537165;;;536130;536130;536130;536130;536130;;;536010;2069;2069;2069;536130;;;23554;20446;20446;20446;21482;;;12612;13017;12168;12567;12573;;;
1037;538202;538202;538202;538202;538202;;;537166;537166;537166;537166;537166;;;536346;2071;2071;2071;537166;;;23575;20464;20464;20464;21501;;;12105;12350;12662;12773;12127;;;
1038;539240;539240;539240;539240;539240;;;538203;538203;538203;538203;538203;;;537642;2073;2073;2073;538203;;;23600;20486;20486;20486;21524;;;12274;13504;12613;11857;12580;;;
1039;540279;540279;540279;540279;540279;;;539241;539241;539241;539241;539241;;;539105;2075;2075;2075;539241;;;23618;20501;20501;20501;21540;;;12262;13000;13149;13619;12477;;;
1040;541319;541319;541319;541319;541319;;;540280;540280;540280;540280;540280;;;539377;2077;2077;2077;540280;;;23641;20521;20521;20521;21561;;;12705;12993;12937;12593;12387;;;
1041;542360;542360;542360;542360;542360;;;541320;541320;541320;541320;541320;;;540330;2079;2079;2079;541320;;;24708;20544;20544;20544;21585;;;11930;12257;12257;13358;14432;;;
1042;543402;543402;543402;543402;543402;;;542361;542361;542361;542361;542361;;;541035;2081;2081;2081;542361;;;22649;20565;20565;20565;21607;;;13512;12744;12897;13819;13357;;;
1043;544445;544445;544445;544445;544445;;;543403;543403;543403;543403;543403;;;542737;2083;2083;2083;543403;;;23716;20587;20587;20587;21630;;;12931;13362;14922;12804;13707;;;
1044;545489;545489;545489;545489;545489;;;544446;544446;544446;544446;544446;;;544326;2085;2085;2085;544446;;;23735;20603;20603;20603;21647;;;12223;13734;12342;11942;12458;;;
1045;546534;546534;546534;546534;546534;;;545490;545490;545490;545490;545490;;;541920;2087;2087;2087;545490;;;21671;20626;20626;20626;21671;;;13136;12323;11721;13991;12764;;;
1046;547580;547580;547580;547580;547580;;;546535;546535;546535;546535;546535;;;546007;2089;2089;2089;546535;;;23783;20645;20645;20645;21691;;;13201;14030;12771;12710;12853;;;
1047;548627;548627;548627;548627;548627;;;547581;547581;547581;547581;547581;;;547203;2091;2091;2091;547581;;;22752;20658;20658;20658;21705;;;12978;12384;13784;12674;12974;;;
1048;549675;549675;549675;549675;549675;;;548628;548628;548628;548628;548628;;;548163;2093;2093;2093;548628;;;23823;20679;20679;20679;21727;;;13341;12866;12832;13733;12885;;;
1049;550724;550724;550724;550724;550724;;;549676;549676;549676;549676;549676;;;548136;2095;2095;2095;549676;;;23849;20702;20702;20702;21751;;;12142;12449;12612;13199;13317;;;
1050;551774;551774;551774;551774;551774;;;550725;550725;550725;550725;550725;;;550680;2097;2097;2097;550725;;;25974;20724;20724;20724;21774;;;13095;14800;12248;13056;13545;;;
